ZIP Code,Population,Year
94550,50119,2021
94551,40552,2021
94552,15131,2021
94553,49230,2021
94555,38522,2021
94556,15672,2021
94558,66345,2021
94559,27913,2021
94560,47815,2021
94561,44088,2021
94562,0,2021
94563,19454,2021
94564,19065,2021
94565,100700,2021
94566,45648,2021
94567,787,2021
94568,69818,2021
94569,247,2021
94571,10776,2021
94572,9546,2021
94573,85,2021
94574,7859,2021
94575,1156,2021
94576,78,2021
94577,49123,2021
94578,42370,2021
94579,21034,2021
94580,30262,2021
94582,47319,2021
94583,39284,2021
94585,29560,2021
94586,844,2021
94587,70828,2021
94588,35532,2021
94589,31033,2021
94590,38012,2021
94591,58373,2021
94592,1096,2021
94595,17455,2021
94596,23046,2021
94597,23725,2021
94598,26441,2021
94599,3421,2021
94601,52950,2021
94602,31451,2021
94603,35996,2021
94605,45334,2021
94606,38595,2021
94607,27022,2021
94608,33755,2021
94609,24623,2021
94610,32144,2021
94611,40292,2021
94612,16884,2021
94613,737,2021
94618,17324,2021
94619,26514,2021
94621,35379,2021
94702,16557,2021
94703,19857,2021
94704,25124,2021
94705,14150,2021
94706,20962,2021
94707,12313,2021
94708,11937,2021
94709,12115,2021
94710,8056,2021
94720,6467,2021
94801,33178,2021
94803,27133,2021
94804,43346,2021
94805,14783,2021
94806,65072,2021
94901,42307,2021
94903,31150,2021
94904,13391,2021
94920,12803,2021
94922,504,2021
94923,1283,2021
94924,1232,2021
94925,10145,2021
94928,45910,2021
94929,394,2021
94930,8796,2021
94931,8966,2021
94933,1185,2021
94937,1109,2021
94938,511,2021
94939,7274,2021
94940,368,2021
94941,32711,2021
94945,17482,2021
94946,657,2021
94947,25468,2021
94949,18273,2021
94950,7,2021
94951,3393,2021
94952,34457,2021
94954,38354,2021
94956,1174,2021
94957,1949,2021
94960,15871,2021
94963,317,2021
94964,2700,2021
94965,11821,2021
94970,594,2021
94971,356,2021
94972,142,2021
94973,1344,2021
95002,2325,2021
95003,25244,2021
95004,4280,2021
95005,8020,2021
95006,8873,2021
95007,441,2021
95008,48786,2021
95010,8808,2021
95012,10647,2021
95013,27,2021
95014,62185,2021
95017,992,2021
95018,5853,2021
95019,6912,2021
95020,67851,2021
95023,55905,2021
95030,13528,2021
95032,27149,2021
95033,9767,2021
95035,79769,2021
95037,52321,2021
95039,1360,2021
95041,796,2021
95043,641,2021
95045,4032,2021
95046,6005,2021
95050,39269,2021
95051,60582,2021
95053,3627,2021
95054,24404,2021
95060,47594,2021
95062,36278,2021
95064,10646,2021
95065,8301,2021
95066,15265,2021
95070,32189,2021
95073,11359,2021
95075,589,2021
95076,85739,2021
95110,20377,2021
95111,60687,2021
95112,58489,2021
95113,2216,2021
95116,52245,2021
95117,28832,2021
95118,32703,2021
95119,10354,2021
95120,38358,2021
95121,37663,2021
95122,54100,2021
95123,71118,2021
95124,52442,2021
95125,53478,2021
95126,36457,2021
95127,63103,2021
95128,35367,2021
95129,39318,2021
95130,13147,2021
95131,31566,2021
95132,41337,2021
95133,28902,2021
95134,31172,2021
95135,22010,2021
95136,48867,2021
95138,19827,2021
95139,7144,2021
95140,118,2021
95148,47305,2021
95202,5976,2021
95203,16255,2021
95204,30135,2021
95205,39723,2021
95206,65966,2021
95207,52154,2021
95209,45150,2021
95210,43009,2021
95211,2304,2021
95212,28561,2021
95215,26898,2021
95219,30242,2021
95220,8251,2021
95221,389,2021
95222,5161,2021
95223,2650,2021
95224,148,2021
95225,1001,2021
95226,0,2021
95227,901,2021
95228,4571,2021
95230,619,2021
95231,4933,2021
95232,145,2021
95233,250,2021
95236,4756,2021
95237,4099,2021
95240,49623,2021
95242,27448,2021
95245,2422,2021
95246,1305,2021
95247,3594,2021
95248,38,2021
95249,5533,2021
95251,507,2021
95252,14644,2021
95253,513,2021
95254,769,2021
95255,1748,2021
95257,429,2021
95258,4108,2021
95301,41015,2021
95303,860,2021
95304,15585,2021
95305,118,2021
95306,844,2021
95307,47666,2021
95309,0,2021
95310,1431,2021
95311,1991,2021
95312,241,2021
95313,1250,2021
95315,13334,2021
95316,7832,2021
95317,963,2021
95318,410,2021
95319,1658,2021
95320,12481,2021
95321,3922,2021
95322,10012,2021
95323,1489,2021
95324,8639,2021
95325,60,2021
95326,10254,2021
95327,9165,2021
95328,3585,2021
95329,2497,2021
95330,28325,2021
95333,3031,2021
95334,17253,2021
95335,97,2021
95336,47294,2021
95337,42713,2021
95338,10726,2021
95340,37584,2021
95341,34045,2021
95345,664,2021
95346,1126,2021
95348,34489,2021
95350,55097,2021
95351,49149,2021
95354,25165,2021
95355,59597,2021
95356,33055,2021
95357,13740,2021
95358,31938,2021
95360,13551,2021
95361,34725,2021
95363,29364,2021
95364,0,2021
95365,4146,2021
95366,18462,2021
95367,25037,2021
95368,14674,2021
95369,798,2021
95370,27896,2021
95372,1937,2021
95374,1702,2021
95375,65,2021
95376,55314,2021
95377,33630,2021
95379,3924,2021
95380,45576,2021
95382,37296,2021
95383,4022,2021
95385,660,2021
95386,10371,2021
95387,1122,2021
95388,13270,2021
95389,1380,2021
95391,23235,2021
95401,36820,2021
95403,46463,2021
95404,38028,2021
95405,23176,2021
95407,41575,2021
95409,26179,2021
95410,981,2021
95412,341,2021
95415,1380,2021
95417,299,2021
95419,213,2021
95420,225,2021
95421,1743,2021
95422,16759,2021
95423,3244,2021
95425,11337,2021
95426,1362,2021
95427,700,2021
95428,2761,2021
95429,122,2021
95430,15,2021
95431,75,2021
95432,599,2021
95435,331,2021
95436,6602,2021
95437,15903,2021
95439,510,2021
95441,1802,2021
95442,2521,2021
95443,129,2021
95444,559,2021
95445,2134,2021
95446,4781,2021
95448,16596,2021
95449,1460,2021
95450,212,2021
95451,12611,2021
95452,1360,2021
95453,11523,2021
95454,2076,2021
95456,780,2021
95457,3178,2021
95458,3196,2021
95459,836,2021
95460,2311,2021
95461,3551,2021
95462,1111,2021
95463,86,2021
95464,2587,2021
95465,1316,2021
95466,1042,2021
95467,6109,2021
95468,1312,2021
95469,1469,2021
95470,5903,2021
95471,809,2021
95472,29753,2021
95476,36578,2021
95480,31,2021
95482,33744,2021
95485,3042,2021
95486,49,2021
95488,185,2021
95490,14256,2021
95492,28635,2021
95493,79,2021
95494,113,2021
95497,1078,2021
95501,24007,2021
95503,23878,2021
95511,102,2021
95514,74,2021
95519,18467,2021
95521,22259,2021
95524,1660,2021
95525,1379,2021
95526,566,2021
95527,474,2021
95528,1548,2021
95531,22887,2021
95536,3120,2021
95537,632,2021
95538,975,2021
95540,14989,2021
95542,2506,2021
95543,536,2021
95545,277,2021
95546,3121,2021
95547,1179,2021
95548,1079,2021
95549,1226,2021
95550,151,2021
95551,1794,2021
95552,453,2021
95553,762,2021
95554,340,2021
95555,350,2021
95556,921,2021
95558,266,2021
95559,0,2021
95560,1640,2021
95562,3395,2021
95563,830,2021
95564,495,2021
95565,669,2021
95567,2178,2021
95568,195,2021
95569,181,2021
95570,2515,2021
95571,116,2021
95573,1342,2021
95585,473,2021
95587,72,2021
95589,1419,2021
95595,226,2021
95601,310,2021
95602,18705,2021
95603,28479,2021
95604,35,2021
95605,14328,2021
95606,202,2021
95607,201,2021
95608,63730,2021
95610,45792,2021
95612,1606,2021
95613,105,2021
95614,4580,2021
95615,1062,2021
95616,52779,2021
95618,26478,2021
95619,6407,2021
95620,21494,2021
95621,42838,2021
95623,4411,2021
95624,68434,2021
95625,152,2021
95626,5978,2021
95627,4214,2021
95628,42434,2021
95629,697,2021
95630,73815,2021
95631,6022,2021
95632,31509,2021
95633,3408,2021
95634,4001,2021
95635,734,2021
95636,1205,2021
95637,142,2021
95638,2196,2021
95639,243,2021
95640,12915,2021
95641,1431,2021
95642,6913,2021
95645,1233,2021
95646,232,2021
95648,54074,2021
95650,14479,2021
95651,535,2021
95652,961,2021
95653,478,2021
95655,4806,2021
95658,6023,2021
95659,809,2021
95660,35649,2021
95661,32880,2021
95662,33099,2021
95663,2771,2021
95664,986,2021
95665,4650,2021
95666,5542,2021
95667,35343,2021
95668,548,2021
95669,2296,2021
95670,59685,2021
95671,5386,2021
95672,5937,2021
95673,17332,2021
95674,906,2021
95675,451,2021
95676,164,2021
95677,28412,2021
95678,45201,2021
95679,169,2021
95680,0,2021
95681,1269,2021
95682,29836,2021
95683,6311,2021
95684,2820,2021
95685,4814,2021
95686,1155,2021
95687,69825,2021
95688,39967,2021
95689,1520,2021
95690,2124,2021
95691,39361,2021
95692,5044,2021
95693,7247,2021
95694,9858,2021
95695,40479,2021
95697,243,2021
95698,213,2021
95699,13,2021
95701,1049,2021
95703,1993,2021
95709,6495,2021
95713,9869,2021
95714,405,2021
95715,76,2021
95717,155,2021
95720,106,2021
95721,0,2021
95722,4930,2021
95726,7754,2021
95728,355,2021
95735,50,2021
95736,96,2021
95742,13955,2021
95746,22345,2021
95747,72208,2021
95757,52105,2021
95758,65416,2021
95762,45340,2021
95765,41799,2021
95776,25230,2021
95811,7432,2021
95814,12302,2021
95815,26211,2021
95816,18033,2021
95817,14109,2021
95818,22423,2021
95819,20146,2021
95820,36224,2021
95821,37473,2021
95822,46375,2021
95823,83021,2021
95824,30783,2021
95825,37522,2021
95826,40847,2021
95827,21241,2021
95828,61730,2021
95829,30594,2021
95830,585,2021
95831,43683,2021
95832,13446,2021
95833,40853,2021
95834,33102,2021
95835,41051,2021
95837,279,2021
95838,41438,2021
95841,20892,2021
95842,34578,2021
95843,48191,2021
95864,25367,2021
95901,36176,2021
95903,1730,2021
95910,174,2021
95912,4782,2021
95913,218,2021
95914,518,2021
95915,0,2021
95916,1112,2021
95917,4162,2021
95918,1598,2021
95919,1168,2021
95920,198,2021
95922,620,2021
95923,56,2021
95925,258,2021
95926,43402,2021
95928,38594,2021
95929,0,2021
95930,546,2021
95932,7963,2021
95934,102,2021
95935,344,2021
95936,113,2021
95937,1125,2021
95938,4030,2021
95939,552,2021
95941,290,2021
95942,1892,2021
95943,637,2021
95944,64,2021
95945,27188,2021
95946,9086,2021
95947,1464,2021
95948,12010,2021
95949,21240,2021
95950,531,2021
95951,2498,2021
95953,11247,2021
95954,11234,2021
95955,1356,2021
95956,429,2021
95957,831,2021
95958,0,2021
95959,18280,2021
95960,647,2021
95961,31402,2021
95962,1107,2021
95963,16812,2021
95965,21891,2021
95966,29203,2021
95968,1265,2021
95969,9032,2021
95970,490,2021
95971,6106,2021
95972,141,2021
95973,38490,2021
95974,77,2021
95975,1661,2021
95977,1662,2021
95978,114,2021
95979,362,2021
95981,67,2021
95982,3070,2021
95983,381,2021
95984,170,2021
95986,99,2021
95987,6370,2021
95988,8483,2021
95991,43028,2021
95993,37993,2021
96001,34253,2021
96002,34693,2021
96003,44522,2021
96006,634,2021
96007,24666,2021
96008,1188,2021
96009,281,2021
96010,104,2021
96011,196,2021
96013,4519,2021
96014,114,2021
96015,374,2021
96016,357,2021
96017,152,2021
96019,10486,2021
96020,2542,2021
96021,15660,2021
96022,14793,2021
96023,1288,2021
96024,952,2021
96025,2192,2021
96027,2118,2021
96028,1641,2021
96029,177,2021
96031,51,2021
96032,2618,2021
96033,420,2021
96034,369,2021
96035,3320,2021
96037,103,2021
96038,687,2021
96039,923,2021
96040,86,2021
96041,3873,2021
96044,1113,2021
96046,135,2021
96047,824,2021
96048,1235,2021
96050,426,2021
96051,1177,2021
96052,2141,2021
96054,237,2021
96055,4149,2021
96056,1247,2021
96057,1052,2021
96058,644,2021
96059,394,2021
96061,0,2021
96062,1006,2021
96063,210,2021
96064,4442,2021
96065,332,2021
96067,7518,2021
96068,165,2021
96069,1112,2021
96071,20,2021
96073,5377,2021
96074,137,2021
96075,336,2021
96076,191,2021
96078,0,2021
96080,31469,2021
96084,650,2021
96085,25,2021
96086,230,2021
96087,784,2021
96088,4685,2021
96090,483,2021
96091,705,2021
96092,334,2021
96093,4391,2021
96094,6846,2021
96096,808,2021
96097,10169,2021
96101,5343,2021
96103,1506,2021
96104,885,2021
96105,352,2021
96106,494,2021
96107,714,2021
96108,141,2021
96109,1179,2021
96110,33,2021
96111,22,2021
96112,210,2021
96113,2245,2021
96114,3200,2021
96115,107,2021
96116,31,2021
96117,226,2021
96118,1494,2021
96119,22,2021
96120,1061,2021
96121,308,2021
96122,4030,2021
96123,65,2021
96124,468,2021
96125,146,2021
96126,301,2021
96128,595,2021
96129,508,2021
96130,21904,2021
96132,25,2021
96133,363,2021
96134,2144,2021
96135,113,2021
96136,58,2021
96137,3101,2021
96140,1323,2021
96141,600,2021
96142,818,2021
96143,3480,2021
96145,2671,2021
96146,1165,2021
96148,706,2021
96150,29727,2021
96155,0,2021
96161,19058,2021
96701,41818,2021
96703,2844,2021
96704,8391,2021
96705,2382,2021
96706,81658,2021
96707,49903,2021
96708,11213,2021
96710,294,2021
96712,7294,2021
96713,938,2021
96714,1289,2021
96716,2488,2021
96717,5390,2021
96719,1252,2021
96720,49886,2021
96722,2093,2021
96725,4054,2021
96726,23,2021
96727,4572,2021
96728,418,2021
96729,1330,2021
96730,1418,2021
96731,2893,2021
96732,26361,2021
96734,52619,2021
96737,3851,2021
96738,7899,2021
96740,40931,2021
96741,6150,2021
96742,48,2021
96743,13386,2021
96744,54537,2021
96746,20810,2021
96747,1476,2021
96748,4251,2021
96749,17738,2021
96750,3719,2021
96751,133,2021
96752,3214,2021
96753,29547,2021
96754,4111,2021
96755,3210,2021
96756,5939,2021
96757,694,2021
96759,261,2021
96760,3788,2021
96761,23473,2021
96762,6867,2021
96763,3126,2021
96764,533,2021
96765,689,2021
96766,17420,2021
96768,18497,2021
96769,346,2021
96770,435,2021
96771,6770,2021
96772,2576,2021
96773,167,2021
96774,180,2021
96776,1323,2021
96777,2418,2021
96778,14777,2021
96779,2579,2021
96780,580,2021
96781,1200,2021
96782,37992,2021
96783,1747,2021
96785,4785,2021
96786,43042,2021
96789,55249,2021
96790,9375,2021
96791,7010,2021
96792,52829,2021
96793,32749,2021
96795,9815,2021
96796,1863,2021
96797,72943,2021
96813,25292,2021
96814,22880,2021
96815,26608,2021
96816,51526,2021
96817,54183,2021
96818,59703,2021
96819,51712,2021
96820,0,2021
96821,19250,2021
96822,48037,2021
96825,30621,2021
96826,30592,2021
96848,766,2021
96850,0,2021
96853,461,2021
96857,4140,2021
96858,250,2021
96859,0,2021
96860,3388,2021
96863,2220,2021
97001,318,2021
97002,6558,2021
97003,28411,2021
97004,3854,2021
97005,27344,2021
97006,45165,2021
97007,48546,2021
97008,29880,2021
97009,8917,2021
97011,795,2021
97013,24951,2021
97014,1584,2021
97015,23516,2021
97016,6728,2021
97017,3758,2021
97018,1782,2021
97019,3261,2021
97020,1200,2021
97021,1415,2021
97022,3309,2021
97023,10713,2021
97024,11195,2021
97026,3620,2021
97027,12509,2021
97028,143,2021
97029,335,2021
97030,39757,2021
97031,19464,2021
97032,4991,2021
97033,83,2021
97034,20688,2021
97035,26593,2021
97037,819,2021
97038,16429,2021
97039,432,2021
97040,1735,2021
97041,2921,2021
97042,2879,2021
97045,56672,2021
97048,7530,2021
97049,1866,2021
97050,232,2021
97051,17107,2021
97053,3577,2021
97054,1412,2021
97055,19030,2021
97056,11839,2021
97057,14,2021
97058,20887,2021
97060,21882,2021
97062,28823,2021
97063,830,2021
97064,3432,2021
97065,702,2021
97067,1823,2021
97068,30585,2021
97070,25286,2021
97071,31345,2021
97078,24463,2021
97080,46413,2021
97086,32037,2021
97089,14842,2021
97101,4065,2021
97102,375,2021
97103,17787,2021
97106,5017,2021
97107,2448,2021
97108,600,2021
97109,589,2021
97110,1225,2021
97111,3776,2021
97112,1989,2021
97113,14530,2021
97114,5027,2021
97115,3960,2021
97116,28835,2021
97117,1112,2021
97118,657,2021
97119,5560,2021
97121,1259,2021
97122,350,2021
97123,47972,2021
97124,54287,2021
97125,77,2021
97127,4369,2021
97128,38508,2021
97130,722,2021
97131,2627,2021
97132,30995,2021
97133,5747,2021
97134,104,2021
97135,1229,2021
97136,2185,2021
97137,1157,2021
97138,11304,2021
97140,28282,2021
97141,13272,2021
97144,135,2021
97145,165,2021
97146,7730,2021
97147,392,2021
97148,3655,2021
97149,529,2021
97201,17015,2021
97202,43507,2021
97203,34583,2021
97204,1055,2021
97205,8309,2021
97206,52702,2021
97208,0,2021
97209,19632,2021
97210,11410,2021
97211,34148,2021
97212,28263,2021
97213,31826,2021
97214,28630,2021
97215,17371,2021
97216,17770,2021
97217,35049,2021
97218,15468,2021
97219,44374,2021
97220,28307,2021
97221,12974,2021
97222,36639,2021
97223,50043,2021
97224,37059,2021
97225,26202,2021
97227,5994,2021
97229,72974,2021
97230,41563,2021
97231,3642,2021
97232,14780,2021
97233,38497,2021
97236,39399,2021
97239,18620,2021
97258,0,2021
97266,35371,2021
97267,31841,2021
97301,56636,2021
97302,41371,2021
97303,41101,2021
97304,33846,2021
97305,43869,2021
97306,33481,2021
97310,1194,2021
97317,25635,2021
97321,29121,2021
97322,37361,2021
97324,1274,2021
97325,6884,2021
97326,941,2021
97327,3137,2021
97329,33,2021
97330,43813,2021
97331,3656,2021
97333,22938,2021
97335,45,2021
97336,86,2021
97338,22906,2021
97341,3355,2021
97342,78,2021
97343,370,2021
97344,1982,2021
97345,759,2021
97346,933,2021
97347,1407,2021
97348,1810,2021
97350,200,2021
97351,10760,2021
97352,6740,2021
97355,31643,2021
97357,243,2021
97358,2380,2021
97360,2424,2021
97361,12879,2021
97362,4174,2021
97364,690,2021
97365,10761,2021
97366,2045,2021
97367,10902,2021
97368,3148,2021
97369,148,2021
97370,9378,2021
97371,615,2021
97373,191,2021
97374,4483,2021
97375,1339,2021
97376,1156,2021
97377,846,2021
97378,9225,2021
97380,2240,2021
97381,16217,2021
97383,9977,2021
97384,80,2021
97385,3487,2021
97386,14760,2021
97388,717,2021
97389,1856,2021
97390,557,2021
97391,6253,2021
97392,5753,2021
97394,5110,2021
97396,3810,2021
97401,47867,2021
97402,52725,2021
97403,14611,2021
97404,34625,2021
97405,45838,2021
97406,284,2021
97408,14405,2021
97410,481,2021
97411,7119,2021
97412,628,2021
97413,873,2021
97414,158,2021
97415,14055,2021
97416,1151,2021
97417,2345,2021
97419,871,2021
97420,27622,2021
97423,6654,2021
97424,18423,2021
97426,10442,2021
97429,823,2021
97430,384,2021
97431,2231,2021
97432,17,2021
97434,1085,2021
97435,2403,2021
97436,664,2021
97437,2596,2021
97438,1245,2021
97439,15419,2021
97441,539,2021
97442,2047,2021
97443,3052,2021
97444,6166,2021
97446,5639,2021
97447,407,2021
97448,14228,2021
97449,1885,2021
97450,679,2021
97451,398,2021
97452,1508,2021
97453,840,2021
97454,1124,2021
97455,2594,2021
97456,3253,2021
97457,9826,2021
97458,4657,2021
97459,15218,2021
97461,818,2021
97462,4217,2021
97463,3851,2021
97465,1778,2021
97466,1301,2021
97467,5455,2021
97469,2728,2021
97470,19019,2021
97471,31933,2021
97473,260,2021
97476,300,2021
97477,37631,2021
97478,40217,2021
97479,10174,2021
97480,350,2021
97481,998,2021
97484,174,2021
97486,666,2021
97487,8894,2021
97488,1036,2021
97489,1007,2021
97490,443,2021
97492,918,2021
97493,329,2021
97494,33,2021
97495,1838,2021
97496,7329,2021
97497,1276,2021
97498,1969,2021
97499,1717,2021
97501,47229,2021
97502,28458,2021
97503,13931,2021
97504,49370,2021
97520,26633,2021
97522,649,2021
97523,6443,2021
97524,15625,2021
97525,4740,2021
97526,36166,2021
97527,36819,2021
97530,8173,2021
97531,201,2021
97532,2359,2021
97534,623,2021
97535,4968,2021
97536,1116,2021
97537,6820,2021
97538,1989,2021
97539,3227,2021
97540,8401,2021
97541,1505,2021
97543,581,2021
97544,2046,2021
97601,22967,2021
97603,30950,2021
97604,0,2021
97620,51,2021
97621,199,2021
97622,310,2021
97623,2677,2021
97624,3958,2021
97625,161,2021
97626,112,2021
97627,671,2021
97630,5057,2021
97632,1585,2021
97633,1287,2021
97634,435,2021
97635,177,2021
97636,431,2021
97637,124,2021
97638,562,2021
97639,42,2021
97640,147,2021
97641,1527,2021
97701,40835,2021
97702,50767,2021
97703,32918,2021
97707,6609,2021
97709,0,2021
97710,70,2021
97711,40,2021
97712,71,2021
97720,4395,2021
97721,170,2021
97722,29,2021
97730,290,2021
97731,453,2021
97732,111,2021
97733,542,2021
97734,3620,2021
97735,134,2021
97736,85,2021
97737,331,2021
97738,2278,2021
97739,12896,2021
97741,13120,2021
97750,362,2021
97751,82,2021
97752,0,2021
97753,2960,2021
97754,21125,2021
97756,42180,2021
97758,73,2021
97759,7607,2021
97760,7704,2021
97761,3438,2021
97801,21526,2021
97810,1179,2021
97812,785,2021
97813,1436,2021
97814,12316,2021
97817,41,2021
97818,5034,2021
97819,29,2021
97820,1016,2021
97823,1140,2021
97824,1866,2021
97825,265,2021
97826,1319,2021
97827,2504,2021
97828,3192,2021
97830,729,2021
97833,696,2021
97834,1336,2021
97835,379,2021
97836,2076,2021
97837,76,2021
97838,27318,2021
97839,303,2021
97840,154,2021
97841,544,2021
97842,82,2021
97843,845,2021
97844,3676,2021
97845,2571,2021
97846,2114,2021
97848,277,2021
97850,17029,2021
97856,433,2021
97857,538,2021
97859,277,2021
97862,12559,2021
97864,244,2021
97865,1228,2021
97867,1046,2021
97868,1579,2021
97869,905,2021
97870,639,2021
97873,206,2021
97874,380,2021
97875,2783,2021
97876,996,2021
97877,287,2021
97880,358,2021
97882,7879,2021
97883,2395,2021
97884,127,2021
97885,1404,2021
97886,963,2021
97901,768,2021
97902,23,2021
97903,41,2021
97904,243,2021
97905,131,2021
97906,270,2021
97907,699,2021
97908,19,2021
97909,16,2021
97910,609,2021
97911,57,2021
97913,5139,2021
97914,19500,2021
97917,41,2021
97918,4763,2021
97920,29,2021
98001,35297,2021
98002,35915,2021
98003,50501,2021
98004,38632,2021
98005,21603,2021
98006,39595,2021
98007,28576,2021
98008,26091,2021
98010,5963,2021
98011,27396,2021
98012,75045,2021
98014,7736,2021
98019,11290,2021
98020,18594,2021
98021,34359,2021
98022,22007,2021
98023,51811,2021
98024,5503,2021
98025,0,2021
98026,39340,2021
98027,27808,2021
98028,23556,2021
98029,31480,2021
98030,39526,2021
98031,41464,2021
98032,38985,2021
98033,39726,2021
98034,52841,2021
98036,41132,2021
98037,28938,2021
98038,37624,2021
98039,2928,2021
98040,25506,2021
98042,48639,2021
98043,21265,2021
98045,15611,2021
98047,7024,2021
98050,0,2021
98051,4272,2021
98052,75765,2021
98053,22857,2021
98055,24668,2021
98056,36950,2021
98057,12351,2021
98058,42366,2021
98059,41076,2021
98065,15779,2021
98068,551,2021
98070,10886,2021
98072,24931,2021
98074,30370,2021
98075,25762,2021
98077,13862,2021
98087,41958,2021
98092,50845,2021
98101,14528,2021
98102,25396,2021
98103,52210,2021
98104,14469,2021
98105,49448,2021
98106,27489,2021
98107,27116,2021
98108,23759,2021
98109,29376,2021
98110,24557,2021
98112,24412,2021
98115,53729,2021
98116,27190,2021
98117,36365,2021
98118,48937,2021
98119,26094,2021
98121,21010,2021
98122,41541,2021
98125,43386,2021
98126,22030,2021
98133,50153,2021
98134,808,2021
98136,17245,2021
98144,31648,2021
98146,27879,2021
98148,11068,2021
98154,0,2021
98155,36081,2021
98158,0,2021
98164,250,2021
98166,22599,2021
98168,34614,2021
98174,0,2021
98177,20561,2021
98178,26282,2021
98188,27524,2021
98195,2259,2021
98198,38919,2021
98199,22890,2021
98201,30669,2021
98203,36164,2021
98204,42496,2021
98207,1376,2021
98208,60087,2021
98220,578,2021
98221,22707,2021
98222,108,2021
98223,45253,2021
98224,203,2021
98225,50046,2021
98226,45373,2021
98229,34182,2021
98230,18413,2021
98232,4030,2021
98233,16615,2021
98235,368,2021
98236,6184,2021
98237,4474,2021
98238,45,2021
98239,7409,2021
98240,3328,2021
98241,1854,2021
98243,270,2021
98244,3244,2021
98245,4122,2021
98247,8068,2021
98248,26404,2021
98249,4229,2021
98250,8568,2021
98251,4706,2021
98252,10246,2021
98253,2275,2021
98255,262,2021
98256,328,2021
98257,4513,2021
98258,51374,2021
98260,5979,2021
98261,3034,2021
98262,887,2021
98263,196,2021
98264,22005,2021
98266,4373,2021
98267,250,2021
98270,52756,2021
98271,29120,2021
98272,31517,2021
98273,30924,2021
98274,18052,2021
98275,21409,2021
98276,1397,2021
98277,40112,2021
98278,2515,2021
98279,689,2021
98280,394,2021
98281,1210,2021
98282,17235,2021
98283,499,2021
98284,27159,2021
98286,188,2021
98288,254,2021
98290,38516,2021
98292,24141,2021
98294,6936,2021
98295,2927,2021
98296,27032,2021
98297,59,2021
98303,1564,2021
98304,1114,2021
98305,298,2021
98310,21635,2021
98311,27170,2021
98312,31762,2021
98314,1773,2021
98315,6407,2021
98320,1456,2021
98321,16749,2021
98323,644,2021
98325,1737,2021
98326,931,2021
98327,9974,2021
98328,10505,2021
98329,11175,2021
98330,22,2021
98331,5951,2021
98332,19722,2021
98333,3534,2021
98335,28128,2021
98336,693,2021
98337,8582,2021
98338,31996,2021
98339,3304,2021
98340,3017,2021
98342,1331,2021
98345,270,2021
98346,9371,2021
98349,5272,2021
98350,336,2021
98351,1375,2021
98353,17,2021
98354,8185,2021
98355,792,2021
98356,2350,2021
98357,1547,2021
98358,924,2021
98359,4991,2021
98360,14591,2021
98361,469,2021
98362,24462,2021
98363,14245,2021
98364,67,2021
98365,4779,2021
98366,36620,2021
98367,30710,2021
98368,16702,2021
98370,33071,2021
98371,22741,2021
98372,27127,2021
98373,29283,2021
98374,42974,2021
98375,31973,2021
98376,2044,2021
98377,2057,2021
98380,5753,2021
98381,235,2021
98382,30366,2021
98383,22541,2021
98385,462,2021
98387,52017,2021
98388,6975,2021
98390,11413,2021
98391,55662,2021
98392,3231,2021
98394,1186,2021
98396,620,2021
98402,6805,2021
98403,8441,2021
98404,35357,2021
98405,24053,2021
98406,22708,2021
98407,20993,2021
98408,22016,2021
98409,28403,2021
98416,1057,2021
98418,9813,2021
98421,950,2021
98422,22002,2021
98424,12019,2021
98430,0,2021
98433,19771,2021
98438,576,2021
98439,6095,2021
98443,5688,2021
98444,35083,2021
98445,32304,2021
98446,13068,2021
98447,1303,2021
98465,7092,2021
98466,29989,2021
98467,15382,2021
98498,29062,2021
98499,33589,2021
98501,46170,2021
98502,35954,2021
98503,42023,2021
98505,145,2021
98506,18232,2021
98512,30251,2021
98513,36117,2021
98516,26336,2021
98520,25064,2021
98524,4326,2021
98526,206,2021
98527,237,2021
98528,13082,2021
98530,551,2021
98531,26501,2021
98532,26100,2021
98533,524,2021
98535,598,2021
98536,0,2021
98537,2688,2021
98538,417,2021
98539,136,2021
98541,10343,2021
98542,669,2021
98544,55,2021
98546,2920,2021
98547,1317,2021
98548,2197,2021
98550,11691,2021
98552,240,2021
98555,350,2021
98556,592,2021
98557,3650,2021
98558,51,2021
98559,0,2021
98560,98,2021
98562,43,2021
98563,7636,2021
98564,2684,2021
98565,303,2021
98566,302,2021
98568,2549,2021
98569,6826,2021
98570,4674,2021
98571,77,2021
98572,884,2021
98575,117,2021
98576,5277,2021
98577,7121,2021
98579,13440,2021
98580,11358,2021
98581,402,2021
98582,177,2021
98583,120,2021
98584,37360,2021
98585,610,2021
98586,1863,2021
98587,810,2021
98588,1490,2021
98589,7699,2021
98590,539,2021
98591,3582,2021
98592,1543,2021
98593,1247,2021
98595,2698,2021
98596,7856,2021
98597,26222,2021
98601,3237,2021
98602,126,2021
98603,1307,2021
98604,37041,2021
98605,1245,2021
98606,9551,2021
98607,34674,2021
98609,0,2021
98610,2932,2021
98611,9478,2021
98612,3209,2021
98613,560,2021
98614,364,2021
98616,117,2021
98617,1100,2021
98619,609,2021
98620,7711,2021
98621,228,2021
98623,42,2021
98624,1994,2021
98625,6397,2021
98626,26579,2021
98628,306,2021
98629,8872,2021
98631,3458,2021
98632,50944,2021
98635,1877,2021
98638,1560,2021
98639,1177,2021
98640,4694,2021
